0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 239229234,tic239229234,,,,,,,,,kepler353,2massj19472559+4145294,kic6382217,koi2036,kepler353a,wisej194725.58+414529.1,,
TIC 239238425,tic239238425,,,,,,,,,kepler1118,2massj19595175+4409392,kic8260902,koi2144,wisej195951.75+440939.2,,,
TIC 239275865,tic239275865,,,,,,,,,kepler560,2massj20004946+4501053,kic8845205,koi463,kepler560b,,,
TIC 239277658,tic239277658,,,,,,,,,kepler44,2massj20002456+4545437,kic9305831,koi204,wisej200024.56+454544.0,,,
TIC 239285770,tic239285770,,,,,,,,,kepler979,2massj20012910+4624297,kic9735426,koi1849,wisej200129.09+462429.5,,,
TIC 239287622,tic239287622,,,,,,,,,kepler1360,2massj20012257+4537235,kic9244508,koi2830,wisej200122.56+453723.4,,,
TIC 239289191,tic239289191,,,,,,,,,kepler1518,2massj20011977+4459100,kic8780959,koi3741,wisej200119.77+445910.0,,,
TIC 239306681,tic239306681,,,,,,,,,kepler79,2massj20020411+4422536,kic8394721,koi152,wisej200204.12+442253.3,,,
TIC 239306899,tic239306899,,,,,,,,,kepler1593,2massj20015716+4427384,kic8459663,koi4356,,,,
TIC 239307743,tic239307743,,,,,,,,,kepler1643,2massj20014344+4445036,kic8653134,koi6186,wisej200143.35+444504.4,,,
TIC 240177285,tic240177285,,,,,,,,,kepler1577,2massj19314926+4734231,kic10407482,koi4255,wisej193149.26+473423.0,,,
TIC 240178935,tic240178935,,,,,,,,,kepler217,2massj19320905+4616390,kic9590976,koi710,wisej193209.05+461639.1,,,
TIC 240179452,tic240179452,,,,,,,,,kepler733,2massj19320438+4554528,kic9406990,koi937,wisej193204.37+455452.9,,,
TIC 240183442,tic240183442,,,,,,,,,kepler717,2massj19315172+4320470,kic7685981,koi893,wisej193151.72+432046.7,,,
TIC 240681314,tic240681314,,,,,,,,,wasp93,1swaspj003750.11+511719.5,2massj00375011+5117195,wisej003750.09+511719.6,,,,
TIC 242961495,tic242961495,,,,,,,,,k280,2massj03560900+1333334,epic210403955,wisej035608.99+133332.8,,,,
TIC 243200602,tic243200602,,,,,,,,,wasp130,1swaspj133225.42422831.0,2massj133225434228309,wisej133225.44422830.9,,,,
TIC 243271051,tic243271051,,,,,,,,,kepler883,2massj19054408+5018011,kic11954842,koi1530,wisej190544.10+501800.8,,,
TIC 243271716,tic243271716,,,,,,,,,kepler324,2massj19055315+4938564,kic11601584,koi1831,wisej190553.14+493856.6,,,
TIC 243271945,tic243271945,,,,,,,,,kepler296,2massj19060960+4926143,kic11497958,koi1422,kepler296a,wisej190609.59+492614.2,,
TIC 243271972,tic243271972,,,,,,,,,kepler571,2massj19061224+4925074,kic11497977,koi483,wisej190612.23+492507.3,,,
TIC 243272677,tic243272677,,,,,,,,,kepler531,2massj19060595+4841009,kic11074541,koi345,wisej190605.93+484100.8,,,
TIC 248075138,tic248075138,,,,,,,,,wasp42,1swaspj125155.62420425.2,2massj125155574204249,wisej125155.51420425.0,,,,
TIC 248111245,tic248111245,,,,,,,,,hats27,2massj125412614635157,gsc824502236,wisej125412.60463515.8,,,,
TIC 248351386,tic248351386,,,,,,,,,k2204,2massj010931800031031,epic220186645,wisej010931.80003103.7,,,,
TIC 250595183,tic250595183,,,,,,,,,corot31,2massj061916970425201,tic250595183,wisej061916.97042520.2,,,,
TIC 250707118,tic250707118,,,,,,,,,hatp29,2massj02123147+5146435,muspelheim,tyc329315391,wisej021231.46+514643.6,,,
TIC 25155310,tic25155310,,,,,,,,,wasp126,1swaspj041329.75691336.6,2massj041329726913365,tic25155310,toi114,tyc91538331,wisej041329.86691335.9,
TIC 251848941,tic251848941,,,,,,,,,toi178,2massj002912283027133,tic251848941,tyc6991004751,wisej002912.42302714.4,,,
TIC 252479260,tic252479260,,,,,,,,,hatp22,2massj10224361+5007420,bd+501735,hatp22a,hd233731,tyc3441009251,wisej102243.59+500743.4,
TIC 254113311,tic254113311,,,,,,,,,toi1130,2massj190530214126151,tic254113311,tyc792522001,wisej190530.23412615.3,,,
TIC 257567854,tic257567854,,,,,,,,,wasp22,1swaspj033116.32234911.0,2massj033116332349109,tyc6446003261,tojil,wisej033116.32234911.1,,
TIC 257605131,tic257605131,,,,,,,,,toi451,2massj041151943756232,cd381467,cpd38396,tic257605131,tyc75771721,wisej041151.93375623.0,
TIC 258202336,tic258202336,,,,,,,,,kepler1418,2massj18515939+4140427,kic6263593,koi3049,wisej185159.40+414042.7,,,
TIC 258202719,tic258202719,,,,,,,,,kepler202,2massj18515362+4119192,kic6020753,koi657,wisej185153.62+411918.7,,,
TIC 258203303,tic258203303,,,,,,,,,kepler338,2massj18515494+4047036,kic5511081,koi1930,wisej185154.96+404703.8,,,
TIC 258203566,tic258203566,,,,,,,,,kepler1240,2massj18515993+4033268,kic5339567,koi2440,wisej185159.94+403326.7,,,
TIC 258348597,tic258348597,,,,,,,,,kepler237,2massj18525313+4025185,kic5252423,koi825,wisej185253.12+402518.4,,,
TIC 258349285,tic258349285,,,,,,,,,kepler1458,2massj18525078+4102170,kic5768816,koi3288,wisej185250.78+410216.9,,,
TIC 258349590,tic258349590,,,,,,,,,kepler363,2massj18524609+4118194,kic6021193,koi2148,wisej185246.09+411819.4,,,
TIC 259377017,tic259377017,,,,,,,,,toi270,2massj043339705157222,l23132,tic259377017,wisej043339.80515725.2,,,
TIC 260004324,tic260004324,tyc8525013141,wisej060421.19551843.2,,,,,,,lhs1815,2massj060420355518468,gj9201,hip28754,l1811,ltt2452,tic260004324,toi704
TIC 260128333,tic260128333,,,,,,,,,toi1338,2massj060831975932280,eblmj060859,tic260128333,toi1338aa,tyc85339501,wisej060831.94593227.6,
TIC 260647166,tic260647166,tyc8243019481,wisej122617.81512146.6,,,,,,,hd108236,2massj122617895121462,cd506971,cpd505166,hip60689,sao239945,tic260647166,toi1233
TIC 261136679,tic261136679,lhs208,sao258421,tic261136679,toi144,tyc9386026141,wisej053711.33802757.7,pimen,,hd39091,2massj053709888028090,cd80195,cpd80161,gj9189,hip26394,hr2022,iras054118029
TIC 261867566,tic261867566,,,,,,,,,toi905,2massj151038167121411,tic261867566,tyc92663621,wisej151038.11712141.6,,,
TIC 26416742,tic26416742,,,,,,,,,kepler285,2massj19253381+4803561,kic10730034,koi1305,wisej192533.80+480356.0,,,
TIC 26416803,tic26416803,,,,,,,,,kepler1590,2massj19253787+4801044,kic10730070,koi4335,wisej192537.90+480104.1,,,
TIC 26417717,tic26417717,,,,,,,,,kepler808,2massj19262258+4826442,kic10975146,koi1300,wisej192622.58+482644.0,,,
TIC 264507945,tic264507945,,,,,,,,,kepler532,2massj19543861+4836229,kic11100383,koi346,wisej195438.62+483622.8,,,
TIC 264508014,tic264508014,,,,,,,,,kepler424,2massj19542997+4834388,kic11046458,koi214,wisej195429.98+483439.0,,,
TIC 264508613,tic264508613,,,,,,,,,kepler553,2massj19541219+4819568,kic10937029,koi433,wisej195412.18+481957.4,,,
TIC 264508835,tic264508835,,,,,,,,,kepler1390,2massj19543896+4814555,kic10880507,koi2936,wisej195438.97+481455.8,,,
TIC 26472830,tic26472830,,,,,,,,,kepler1357,2massj19261154+5021119,kic11963206,koi2820,wisej192611.53+502111.7,,,
TIC 26473621,tic26473621,,,,,,,,,kepler680,2massj19262937+5037056,kic12110942,koi786,wisej192629.37+503705.5,,,
TIC 26474039,tic26474039,,,,,,,,,kepler889,2massj19255215+5045341,kic12159249,koi1536,wisej192552.10+504533.9,,,
TIC 26491504,tic26491504,,,,,,,,,kepler672,2massj19265328+4928511,kic11507101,koi773,,,,
TIC 26538999,tic26538999,,,,,,,,,kepler1191,2massj19263786+4800335,kic10730703,koi2327,wisej192637.86+480033.4,,,
TIC 26539443,tic26539443,,,,,,,,,kepler227,2massj19274421+4808299,kic10797460,koi752,wisej192744.21+480830.0,,,
TIC 26540675,tic26540675,,,,,,,,,kepler1402,2massj19272347+4858052,kic11244137,koi2994,wisej192723.47+485805.3,,,
TIC 26541079,tic26541079,,,,,,,,,kepler669,2massj19274468+4915143,kic11403044,koi766,wisej192744.67+491514.2,,,
TIC 26541093,tic26541093,,,,,,,,,kepler481,2massj19273768+4915433,kic11402995,koi173,wisej192737.67+491543.4,,,
TIC 26541144,tic26541144,,,,,,,,,kepler1480,2massj19275994+4918065,kic11455428,koi3365,kepler1480a,wisej192759.95+491806.6,,
TIC 26541175,tic26541175,,,,,,,,,kepler1437,2massj19272758+4919333,kic11455181,koi3131,wisej192727.57+491933.2,,,
TIC 26582909,tic26582909,,,,,,,,,kepler1348,2massj19282099+4947195,kic11662184,koi2791,wisej192820.98+494719.4,,,
TIC 26583108,tic26583108,,,,,,,,,kepler1574,2massj19283807+4938159,kic11611275,koi4234,wisej192838.09+493815.9,,,
TIC 26583618,tic26583618,,,,,,,,,kepler1251,2massj19282763+4915231,kic11403389,koi2482,wisej192827.62+491523.1,,,
TIC 26583640,tic26583640,,,,,,,,,kepler1117,2massj19282034+4914149,kic11403339,koi2143,wisej192820.34+491414.8,,,
TIC 26584080,tic26584080,,,,,,,,,kepler1699,2massj19283296+4855018,kic11244682,koi3933,wisej192832.95+485501.8,,,
TIC 26656435,tic26656435,,,,,,,,,kepler1426,2massj19301098+4925011,kic11508644,koi3101,wisej193010.96+492500.9,,,
TIC 26656768,tic26656768,,,,,,,,,kepler1587,2massj19304265+4939500,kic11612280,koi4304,wisej193042.66+493949.9,,,
TIC 26657021,tic26657021,,,,,,,,,kepler1431,2massj19303801+4951546,kic11714231,koi3115,,,,
TIC 26657091,tic26657091,,,,,,,,,kepler884,2massj19302026+4955233,kic11764462,koi1531,wisej193020.26+495523.4,,,
TIC 266593143,tic266593143,,,,,,,,,hatp17,2massj21380873+3029193,tyc2717004171,wisej213808.66+302918.1,,,,
TIC 266980320,tic266980320,,,,,,,,,hd219666,2massj231813645654139,cd578772,cpd5710240,tic266980320,toi118,tyc88348591,wisej231814.03565414.2
TIC 267263253,tic267263253,,,,,,,,,hd2685,2massj002918947618146,cd7618,cpd7650,tic267263253,toi135,tyc93462391,wisej002918.93761814.5
TIC 26748113,tic26748113,,,,,,,,,kepler430,2massj19311407+4934460,kic11560897,koi2365,wisej193114.06+493446.0,,,
TIC 26750065,tic26750065,,,,,,,,,kepler1210,2massj19311971+4813096,kic10863608,koi2368,,,,
TIC 26751527,tic26751527,,,,,,,,,kepler850,2massj19322027+4834314,kic11032227,koi1440,wisej193220.26+483431.4,,,
TIC 26751563,tic26751563,,,,,,,,,kepler110,2massj19314299+4836101,kic11086270,koi124,wisej193142.99+483610.2,,,
TIC 26752863,tic26752863,,,,,,,,,kepler1573,2massj19315720+4929058,kic11509504,koi4232,wisej193157.20+492905.7,,,
TIC 267569980,tic267569980,,,,,,,,,kepler841,2massj18570031+4848346,kic11177707,koi1423,wisej185700.32+484834.6,,,
TIC 267570002,tic267570002,,,,,,,,,kepler1454,2massj18565359+4849543,kic11177676,koi3281,wisej185653.59+484954.3,,,
TIC 267570317,tic267570317,,,,,,,,,kepler920,2massj18571126+4909312,kic11337372,koi1650,wisej185711.26+490931.0,,,
TIC 267572272,tic267572272,,,,,,,,,hatp37,2massj18571105+5116088,gsc0355300723,wisej185711.04+511608.9,,,,
TIC 267574918,tic267574918,,,,,,,,,wd1856+534,2massj18573936+5330332,lp14114,lspmj1857+5330,nltt47263,tic267574918,toi1690,wisej185739.62+533032.9
TIC 267650535,tic267650535,,,,,,,,,hatp19,2massj00380401+3442416,wisej003803.98+344241.2,,,,,
TIC 267667295,tic267667295,,,,,,,,,koi351,2massj18574403+4918185,kic11442793,kepler90,wisej185744.03+491818.5,,,
TIC 267667467,tic267667467,,,,,,,,,kepler1298,2massj18574145+4906224,kic11337566,koi2632,wisej185741.45+490622.3,,,
TIC 267667567,tic267667567,,,,,,,,,kepler441,2massj18581605+4900451,kic11284772,koi4622,wisej185816.06+490045.6,,,
TIC 267669725,tic267669725,,,,,,,,,kepler386,2massj19192612+4841378,kic11080405,koi2442,wisej191926.15+484137.8,,,
TIC 267671250,tic267671250,,,,,,,,,kepler325,2massj19192050+4949322,kic11709244,koi1832,wisej191920.49+494932.1,,,
TIC 267672183,tic267672183,,,,,,,,,kepler182,2massj19191922+5035104,kic12058931,koi546,wisej191919.23+503510.3,,,
TIC 267673013,tic267673013,,,,,,,,,kepler537,2massj19193135+5116374,kic12404954,koi361,wisej191931.34+511637.2,,,
TIC 267673944,tic267673944,,,,,,,,,kepler1522,2massj19192237+5204125,kic12784167,koi3848,wisej191922.38+520412.7,,,
TIC 267745858,tic267745858,,,,,,,,,kepler1409,2massj19202034+5112309,kic12405333,koi3009,wisej192020.33+511231.0,,,
TIC 267746315,tic267746315,,,,,,,,,kepler401,2massj19201985+5051485,kic12206313,koi2714,wisej192019.85+505148.4,,,
TIC 267746941,tic267746941,,,,,,,,,kepler677,2massj19202353+5019177,kic11960862,koi782,,,,
TIC 267747398,tic267747398,,,,,,,,,kepler973,2massj19203966+4955259,kic11760231,koi1841,wisej192039.67+495525.7,,,
TIC 267748934,tic267748934,,,,,,,,,kepler957,2massj19203752+4849083,kic11187436,koi1804,wisej192037.51+484908.1,,,
TIC 267749620,tic267749620,,,,,,,,,kepler1293,2massj19200622+4820094,kic10916600,koi2623,wisej192006.21+482009.3,,,
TIC 267749737,tic267749737,,,,,,,,,kepler1084,2massj19202447+4815040,kic10857519,koi2075,wisej192024.47+481504.1,,,
TIC 267989336,tic267989336,,,,,,,,,kepler666,2massj19534964+4847297,kic11153539,koi762,wisej195349.64+484729.7,,,
TIC 267991349,tic267991349,,,,,,,,,kepler1189,2massj19534232+4756484,kic10684670,koi2317,wisej195342.33+475648.5,,,
TIC 268057162,tic268057162,,,,,,,,,kepler179,2massj19543929+4745433,kic10554999,koi534,wisej195439.27+474543.0,,,
TIC 268060194,tic268060194,,,,,,,,,kepler445,2massj19545665+4629548,kic9730163,koi2704,wisej195456.70+462956.2,,,
TIC 268060310,tic268060310,,,,,,,,,kepler949,2massj19542589+4627132,kic9729691,koi1751,wisej195425.89+462713.2,,,
TIC 26814296,tic26814296,,,,,,,,,kepler1070,2massj19324688+4918594,kic11457726,koi2047,wisej193246.88+491859.4,,,
TIC 26814955,tic26814955,,,,,,,,,kepler166,2massj19323844+4852522,kic11192998,koi481,wisej193238.42+485252.3,,,
TIC 26815908,tic26815908,,,,,,,,,kepler358,2massj19325525+4816529,kic10864531,koi2080,wisej193255.25+481652.2,,,
TIC 268159158,tic268159158,,,,,,,,,kepler720,2massj19543255+4410153,kic8255887,koi908,wisej195432.54+441015.3,,,
TIC 268159861,tic268159861,,,,,,,,,kepler186,2massj19543665+4357180,kic8120608,koi571,wisej195436.65+435717.9,,,
TIC 268160061,tic268160061,,,,,,,,,kepler1416,2massj19543923+4353386,kic8051946,koi3038,wisej195439.23+435338.6,,,
TIC 26817004,tic26817004,,,,,,,,,kepler432,2massj19330772+4817092,kic10864656,koi1299,wisej193307.73+481709.3,,,
TIC 26817284,tic26817284,,,,,,,,,kepler339,2massj19332441+4826407,kic10978763,koi1931,wisej193324.41+482640.6,,,
TIC 26817863,tic26817863,,,,,,,,,kepler848,2massj19330918+4848418,kic11193263,koi1438,wisej193309.19+484841.8,,,
TIC 268302011,tic268302011,,,,,,,,,kepler521,2massj19551593+4359529,kic8121310,koi317,wisej195515.93+435952.9,,,
TIC 268379849,tic268379849,,,,,,,,,kepler1066,2massj19552797+4630080,kic9790806,koi2035,wisej195527.98+463008.0,,,
TIC 268382450,tic268382450,,,,,,,,,kepler1545,2massj19553570+4727471,kic10360722,koi4051,wisej195535.72+472747.0,,,
TIC 268383727,tic268383727,,,,,,,,,kepler917,2massj19561230+4756574,kic10686864,koi1637,wisej195612.29+475657.4,,,
TIC 268387099,tic268387099,,,,,,,,,kepler1252,2massj19554807+4641340,kic9851662,koi2483,wisej195548.08+464134.1,,,
TIC 268390796,tic268390796,,,,,,,,,kepler1161,2massj19561850+4526263,kic9112931,koi2256,,,,
TIC 268403451,tic268403451,,,,,,,,,xo7,2massj18295488+8513593,bd+85317,sao3087,tic268403451,tyc465215931,wisej182954.77+851359.7,
TIC 268481319,tic268481319,,,,,,,,,kepler463,2massj19554489+4451284,kic8711794,koi105,wisej195544.85+445128.3,,,
TIC 268483792,tic268483792,,,,,,,,,kepler1038,2massj19555332+4407565,kic8257205,koi1986,wisej195553.32+440756.6,,,
TIC 268604100,tic268604100,,,,,,,,,kepler1267,2massj19564068+4326279,kic7778767,koi2523,,,,
TIC 268604331,tic268604331,,,,,,,,,kepler471,2massj19562340+4329513,kic7778437,koi131,wisej195623.40+432951.2,,,
TIC 268608781,tic268608781,,,,,,,,,kepler803,2massj19565318+4441379,kic8583696,koi1275,wisej195653.18+444137.9,,,
TIC 268612417,tic268612417,,,,,,,,,kepler1114,2massj19565686+4550049,kic9364609,koi2137,wisej195656.88+455005.1,,,
TIC 268612521,tic268612521,,,,,,,,,kepler382,2massj19563267+4552117,kic9364290,koi2374,wisej195632.69+455211.8,,,
TIC 268644785,tic268644785,,,,,,,,,kelt15,2massj074939605207136,gsc0814600086,kelt15a,tyc8146861,wisej074939.59520713.6,,
TIC 268704766,tic268704766,,,,,,,,,kepler272,2massj19563060+4735377,kic10426656,koi1161,wisej195630.60+473537.8,,,
TIC 268713285,tic268713285,,,,,,,,,kepler329,2massj19570433+4513387,kic8978528,koi1874,wisej195704.35+451338.5,,,
TIC 268766053,tic268766053,,,,,,,,,wasp53,1swaspj020738.22203943.0,2massj020738202039426,wisej020738.20203942.6,,,,
TIC 268823307,tic268823307,,,,,,,,,kepler5,2massj19573768+4402061,kic8191672,koi18,wisej195737.69+440206.0,,,
TIC 268924036,tic268924036,,,,,,,,,kepler718,2massj19581485+4330128,kic7849854,koi897,wisej195814.84+433012.6,,,
TIC 268932150,tic268932150,,,,,,,,,kepler1079,2massj19581187+4546111,kic9304101,koi2067,wisej195811.86+454611.3,,,
TIC 268935452,tic268935452,,,,,,,,,kepler1056,2massj19580623+4653573,kic9973109,koi2018,wisej195806.23+465357.3,,,
TIC 269030207,tic269030207,,,,,,,,,kepler1397,2massj19584220+4704330,kic10098844,koi2964,wisej195842.21+470433.0,,,
TIC 269032792,tic269032792,,,,,,,,,kepler999,2massj19583851+4611543,kic9549648,koi1886,wisej195838.51+461154.4,,,
TIC 269217040,tic269217040,,,,,,,,,kelt10,2massj185811604700116,gsc0837800064,tyc8378641,wisej185811.61470011.7,,,
TIC 269262974,tic269262974,,,,,,,,,kepler1091,2massj19590851+4340147,kic7918992,koi2095,wisej195908.51+434014.3,,,
TIC 269263577,tic269263577,,,,,,,,,kepler462,2massj19591707+4348513,kic8056665,koi89,tic269263577,wisej195917.07+434851.4,,
TIC 269263934,tic269263934,,,,,,,,,kepler749,2massj19593533+4354140,kic8125580,koi1014,,,,
TIC 269264648,tic269264648,,,,,,,,,kepler187,2massj19591114+4405215,kic8193178,koi572,wisej195911.15+440521.4,,,
TIC 269269546,tic269269546,,,,,,,,,kepler548,2massj19593741+4526228,kic9115800,koi421,wisej195937.42+452622.7,,,
TIC 269270853,tic269270853,,,,,,,,,kepler1570,2massj19592683+4549384,kic9366617,koi4215,wisej195926.82+454938.6,,,
TIC 269271535,tic269271535,,,,,,,,,kepler352,2massj19593516+4603071,kic9489524,koi2029,wisej195935.18+460306.9,,,
TIC 269357457,tic269357457,,,,,,,,,kepler267,2massj19591929+4709268,kic10166274,koi1078,wisej195919.32+470927.2,,,
TIC 26961231,tic26961231,,,,,,,,,kepler369,2massj19344181+4754304,kic10670119,koi2179,wisej193441.83+475430.5,,,
TIC 26962715,tic26962715,,,,,,,,,kepler533,2massj19344457+4849305,kic11194032,koi348,wisej193444.57+484930.1,,,
TIC 269701147,tic269701147,tyc4244009641,wisej200806.01+665101.4,,,,,,,hd191939,2massj20080574+6651019,bd+661273,hip99175,lspmj2008+6651,sao18731,tic269701147,toi1339
TIC 27006192,tic27006192,,,,,,,,,kepler231,2massj19355360+5031548,kic12066335,koi784,wisej193553.61+503154.7,,,
TIC 27006340,tic27006340,,,,,,,,,kepler1679,2massj19353613+5025373,kic12017109,koi2106,wisej193536.15+502537.3,,,
TIC 27006665,tic27006665,,,,,,,,,kepler675,2massj19351999+5013492,kic11918099,koi780,wisej193520.02+501349.2,,,
TIC 27007509,tic27007509,,,,,,,,,kepler1041,2massj19353162+4940593,kic11614617,koi1990,wisej193531.61+494059.3,,,
TIC 27009720,tic27009720,,,,,,,,,kepler1422,2massj19353364+4820100,kic10924562,koi3063,wisej193533.66+482009.7,,,
TIC 27011135,tic27011135,,,,,,,,,kepler114,2massj19362914+4820582,kic10925104,koi156,wisej193629.11+482058.9,,,
TIC 27014562,tic27014562,,,,,,,,,kepler1455,2massj19361993+5030099,kic12066569,koi3282,wisej193619.93+503009.9,,,
TIC 270380593,tic270380593,,,,,,,,,wasp156,1swaspj021107.61+022504.8,2massj02110763+0225050,wisej021107.67+022505.3,,,,
TIC 270468559,tic270468559,,,,,,,,,hatp42,2massj09012265+0605500,gsc0023201451,lerna,wisej090122.64+060549.7,,,
TIC 270520765,tic270520765,,,,,,,,,kepler395,2massj19340266+4508117,kic8890150,koi2650,wisej193402.67+450811.8,,,
TIC 270521167,tic270521167,,,,,,,,,kepler1275,2massj19340011+4455568,kic8757824,koi2552,wisej193400.11+445556.8,,,
TIC 270521439,tic270521439,,,,,,,,,kepler724,2massj19334916+4447340,kic8628973,koi916,wisej193349.16+444734.0,,,
TIC 270609625,tic270609625,,,,,,,,,kepler1351,2massj19342609+4211516,kic6697756,koi2798,wisej193426.04+421152.1,,,
TIC 270610053,tic270610053,,,,,,,,,kepler944,2massj19342430+4222471,kic6869184,koi1732,wisej193424.30+422247.2,,,
TIC 270611154,tic270611154,,,,,,,,,kepler81,2massj19343286+4249298,kic7287995,koi877,wisej193432.86+424929.4,,,
TIC 270611401,tic270611401,,,,,,,,,kepler434,2massj19342073+4255440,kic7368664,koi614,,,,
TIC 270615037,tic270615037,,,,,,,,,kepler349,2massj19344235+4436560,kic8564674,koi2022,wisej193442.37+443656.2,,,
TIC 270615136,tic270615136,,,,,,,,,kepler57,2massj19343390+4439253,kic8564587,koi1270,wisej193433.91+443925.4,,,
TIC 270616541,tic270616541,,,,,,,,,kepler1280,2massj19341774+4523043,kic9026749,koi2564,wisej193417.73+452304.2,,,
TIC 270617233,tic270617233,,,,,,,,,kepler1491,2massj19343114+4544263,kic9285265,koi3410,wisej193431.14+454426.3,,,
TIC 270617362,tic270617362,,,,,,,,,kepler1030,2massj19344365+4549032,kic9347009,koi1971,wisej193443.65+454903.1,,,
TIC 270618467,tic270618467,,,,,,,,,kepler1695,2massj19342862+4624480,kic9714550,koi3048,wisej193428.63+462448.0,,,
TIC 270619059,tic270619059,,,,,,,,,kepler936,2massj19341866+4644108,kic9895006,koi1717,wisej193418.66+464410.9,,,
